Iteration,Objective_Function,OOD_Error,Relative_OOD_Error,Benchmark_OOD,Relative_Benchmark_OOD,Step_Size,Time (s)
0,4.830044269561768,0.05505744367837906,0.011117760092020035,0.006888160482048988,0.0013909274712204933,NA,0
1,3.8023011684417725,0.0034335374366492033,0.0006933348486199975,0.006888160482048988,0.0013909274712204933,1e-06,128.96083426475525
2,3.138824224472046,0.0018936967244371772,0.00038239452987909317,0.006888160482048988,0.0013909274712204933,1e-06,256.1820116043091
3,3.0213358402252197,0.0019958445336669683,0.0004030212585348636,0.006888160482048988,0.0013909274712204933,1e-06,385.10684156417847
4,3.0047802925109863,0.0019404918421059847,0.0003918438742402941,0.006888160482048988,0.0013909274712204933,1e-06,513.2305464744568
5,2.998659610748291,0.0019178887596353889,0.0003872796369250864,0.006888160482048988,0.0013909274712204933,1e-06,640.5685005187988
6,2.995152473449707,0.0016479063779115677,0.00033276205067522824,0.006888160482048988,0.0013909274712204933,1e-06,769.417044878006
7,2.9862537384033203,0.0017574091907590628,0.00035487397690303624,0.006888160482048988,0.0013909274712204933,1e-06,895.7918169498444
8,2.9862451553344727,0.0013954186579212546,0.00028177714557386935,0.006888160482048988,0.0013909274712204933,1e-08,1170.7949781417847
9,2.998126745223999,0.0017701195320114493,0.0003574405563995242,0.006888160482048988,0.0013909274712204933,1.0000000000000001e-11,1448.2391061782837
