Iteration,Objective_Function,OOD_Error,Relative_OOD_Error,Benchmark_OOD,Relative_Benchmark_OOD,Step_Size,Time (s)
0,4.648146152496338,0.03541170805692673,0.007220313418656588,0.0009283684194087982,0.00018929081852547824,NA,0
1,3.612523078918457,0.002459033392369747,0.0005013876361772418,0.0009283684194087982,0.00018929081852547824,1e-06,125.82011604309082
2,2.937253713607788,0.0016579607035964727,0.0003380519337952137,0.0009283684194087982,0.00018929081852547824,1e-06,252.90491151809692
3,2.809264659881592,0.0012331237085163593,0.00025142927188426256,0.0009283684194087982,0.00018929081852547824,1e-06,379.687561750412
4,2.779987335205078,0.0010606341529637575,0.0002162593009416014,0.0009283684194087982,0.00018929081852547824,1e-06,506.06439900398254
5,2.779071569442749,0.0011997177498415112,0.00024461792781949043,0.0009283684194087982,0.00018929081852547824,1e-06,633.6151616573334
6,2.7765610218048096,0.0011193156242370605,0.0002282242348883301,0.0009283684194087982,0.00018929081852547824,1e-06,760.8189187049866
7,2.7761740684509277,0.0009982162155210972,0.00020353251602500677,0.0009283684194087982,0.00018929081852547824,1e-08,1034.1252756118774
8,2.7869350910186768,0.0011669062077999115,0.00023792777210474014,0.0009283684194087982,0.00018929081852547824,1.0000000000000001e-11,1306.6253464221954
