Iteration,Objective_Function,OOD_Error,Relative_OOD_Error,Benchmark_OOD,Relative_Benchmark_OOD,Step_Size,Time (s)
0,4.381016731262207,0.04665817320346832,0.009404875338077545,0.0009222335065715015,0.00018589435785543174,NA,0
1,3.3399996757507324,0.0031669321469962597,0.0006383576546795666,0.0009222335065715015,0.00018589435785543174,1e-06,128.43646621704102
2,2.7068943977355957,0.001498921075835824,0.00030213710851967335,0.0009222335065715015,0.00018589435785543174,1e-06,258.04395866394043
3,2.629274606704712,0.0010995111661031842,0.00022162817185744643,0.0009222335065715015,0.00018589435785543174,1e-06,385.4140408039093
4,2.622802972793579,0.0014021384995430708,0.00028262866544537246,0.0009222335065715015,0.00018589435785543174,1e-06,512.7504856586456
5,2.622054100036621,0.0013065607054159045,0.000263363093836233,0.0009222335065715015,0.00018589435785543174,1e-06,641.1997148990631
6,2.6202876567840576,0.001293847570195794,0.0002608005015645176,0.0009222335065715015,0.00018589435785543174,1e-06,768.6057004928589
7,2.606386423110962,0.0010371374664828181,0.00020905552082695067,0.0009222335065715015,0.00018589435785543174,1e-07,968.0141954421997
8,2.604233741760254,0.0010482852812856436,0.0002113025839207694,0.0009222335065715015,0.00018589435785543174,1e-07,1094.4730439186096
9,2.5967326164245605,0.0018832879140973091,0.000379613833501935,0.0009222335065715015,0.00018589435785543174,1e-08,1295.221361398697
10,2.6156294345855713,0.0010777069255709648,0.00021723308600485325,0.0009222335065715015,0.00018589435785543174,1.0000000000000001e-11,1570.2601990699768
