Iteration,Objective_Function,OOD_Error,Relative_OOD_Error,Benchmark_OOD,Relative_Benchmark_OOD,Step_Size,Time (s)
0,4.283685207366943,0.0352192185819149,0.007100223563611507,0.0008493451750837266,0.00017122869030572474,NA,0
1,3.2194316387176514,0.002253609476611018,0.00045432953629642725,0.0008493451750837266,0.00017122869030572474,1e-06,126.88516211509705
2,2.629058599472046,0.0017845770344138145,0.00035977220977656543,0.0008493451750837266,0.00017122869030572474,1e-06,253.56209588050842
3,2.5505459308624268,0.001384755945764482,0.0002791679580695927,0.0008493451750837266,0.00017122869030572474,1e-06,381.8425998687744
4,2.5413079261779785,0.0013257090467959642,0.0002672640548553318,0.0008493451750837266,0.00017122869030572474,1e-06,509.79312109947205
5,2.537381410598755,0.001220625708810985,0.00024607914383523166,0.0008493451750837266,0.00017122869030572474,1e-07,712.7467465400696
6,2.5255086421966553,0.001296486472710967,0.0002613727410789579,0.0008493451750837266,0.00017122869030572474,1e-07,840.7366983890533
7,2.524977445602417,0.001173715339973569,0.0002366219850955531,0.0008493451750837266,0.00017122869030572474,1e-07,967.9717483520508
8,2.523177146911621,0.0010161902755498886,0.00020486480207182467,0.0008493451750837266,0.00017122869030572474,1e-07,1094.746456861496
9,2.5239739418029785,0.0011725386139005423,0.00023638475977350026,0.0008493451750837266,0.00017122869030572474,1e-10,1369.6776587963104
