Iteration,Objective_Function,OOD_Error,Relative_OOD_Error,Benchmark_OOD,Relative_Benchmark_OOD,Step_Size,Time (s)
0,3.9821391105651855,0.023826196789741516,0.0049481382593512535,0.0006966813234612346,0.0001446842506993562,NA,0
1,2.9622104167938232,0.002333757933229208,0.0004846664087381214,0.0006966813234612346,0.0001446842506993562,1e-06,127.48669195175171
2,2.4435884952545166,0.0012181071797385812,0.00025297209504060447,0.0006966813234612346,0.0001446842506993562,1e-06,255.41732048988342
3,2.341153860092163,0.0009614658774808049,0.00019967375556007028,0.0006966813234612346,0.0001446842506993562,1e-06,382.9609055519104
4,2.329969644546509,0.00112033705227077,0.0002326675457879901,0.0006966813234612346,0.0001446842506993562,1e-06,510.31517004966736
5,2.3159570693969727,0.0009192271390929818,0.00019090175919700414,0.0006966813234612346,0.0001446842506993562,1e-06,638.7988736629486
6,2.313281774520874,0.0011240954045206308,0.000233448066865094,0.0006966813234612346,0.0001446842506993562,1e-06,766.3773128986359
7,2.312255859375,0.0010555090848356485,0.00021920430299360305,0.0006966813234612346,0.0001446842506993562,1e-06,893.437915802002
8,2.311627149581909,0.0009545103530399501,0.00019822925969492644,0.0006966813234612346,0.0001446842506993562,1e-08,1167.7511105537415
9,2.3128278255462646,0.0009401696734130383,0.00019525103562045842,0.0006966813234612346,0.0001446842506993562,1e-10,1370.6757802963257
