Iteration,Objective_Function,OOD_Error,Relative_OOD_Error,Benchmark_OOD,Relative_Benchmark_OOD,Step_Size,Time (s)
0,3.9774792194366455,0.02891549840569496,0.008846776559948921,0.0007162645342759788,0.00021914311219006777,NA,0
1,3.393458843231201,0.0011970335617661476,0.00036623573396354914,0.0007162645342759788,0.00021914311219006777,1e-06,102.218989610672
2,2.9646337032318115,0.0008338242769241333,0.00025511084822937846,0.0007162645342759788,0.00021914311219006777,1e-06,202.74887466430664
3,2.829909563064575,0.001125392853282392,0.00034431705716997385,0.0007162645342759788,0.00021914311219006777,1e-06,305.175532579422
4,2.77140212059021,0.0006120569305494428,0.00018726050620898604,0.0007162645342759788,0.00021914311219006777,1e-06,407.72363090515137
5,2.763349771499634,0.00039565397310070693,0.00012105142377549782,0.0007162645342759788,0.00021914311219006777,1e-06,510.3617205619812
6,2.76005220413208,0.00048752580187283456,0.00014915986685082316,0.0007162645342759788,0.00021914311219006777,1e-06,613.1013824939728
7,2.7569994926452637,0.0006361721316352487,0.0001946386182680726,0.0007162645342759788,0.00021914311219006777,1e-06,714.8546512126923
8,2.747819423675537,0.0003846201580017805,0.00011767559772124514,0.0007162645342759788,0.00021914311219006777,1e-06,815.579713344574
9,2.7424426078796387,0.00041317299474030733,0.00012641142529901117,0.0007162645342759788,0.00021914311219006777,1e-07,963.7781505584717
10,2.7351605892181396,0.0006784452125430107,0.00020757218590006232,0.0007162645342759788,0.00021914311219006777,1e-07,1065.4590978622437
11,2.7565596103668213,0.000888674461748451,0.0002718924079090357,0.0007162645342759788,0.00021914311219006777,1e-10,1262.5128824710846
