Iteration,Objective_Function,OOD_Error,Relative_OOD_Error,Benchmark_OOD,Relative_Benchmark_OOD,Step_Size,Time (s)
0,4.1013898849487305,0.033029913902282715,0.007003641687333584,0.0013495779130607843,0.0002861636457964778,NA,0
1,3.2302281856536865,0.0023051307071000338,0.0004887784598395228,0.0013495779130607843,0.0002861636457964778,1e-06,94.32807683944702
2,2.8155436515808105,0.00153948029037565,0.00032643042504787445,0.0013495779130607843,0.0002861636457964778,1e-06,188.82090020179749
3,2.7202093601226807,0.0009401822462677956,0.00019935565069317818,0.0013495779130607843,0.0002861636457964778,1e-06,283.03857040405273
4,2.7071359157562256,0.001193741336464882,0.0002531201462261379,0.0013495779130607843,0.0002861636457964778,1e-06,377.29147148132324
5,2.7031972408294678,0.0013830193784087896,0.0002932545612566173,0.0013495779130607843,0.0002861636457964778,1e-06,471.7945454120636
6,2.7014806270599365,0.001253196271136403,0.0002657269360497594,0.0013495779130607843,0.0002861636457964778,1e-06,566.8528308868408
7,2.6901543140411377,0.0009495464619249105,0.00020134123042225838,0.0013495779130607843,0.0002861636457964778,1e-06,661.5015602111816
8,2.690148115158081,0.000991352368146181,0.00021020571875851601,0.0013495779130607843,0.0002861636457964778,1e-08,870.1261932849884
9,2.6906251907348633,0.000965995597653091,0.00020482909167185426,0.0013495779130607843,0.0002861636457964778,1e-10,1023.760270357132
