Iteration,Objective_Function,OOD_Error,Relative_OOD_Error,Benchmark_OOD,Relative_Benchmark_OOD,Step_Size,Time (s)
0,3.948265790939331,0.027457457035779953,0.008114305324852467,0.0005010460736230016,0.0001480705541325733,NA,0
1,3.184812307357788,0.0023205545730888844,0.0006857768748886883,0.0005010460736230016,0.0001480705541325733,1e-06,101.95664405822754
2,2.5626742839813232,0.000619575846940279,0.00018309881852474064,0.0005010460736230016,0.0001480705541325733,1e-06,203.9362165927887
3,2.4129655361175537,0.0004801129107363522,0.00014188433124218136,0.0005010460736230016,0.0001480705541325733,1e-06,306.2729299068451
4,2.4047675132751465,0.001100389752537012,0.00032519031083211303,0.0005010460736230016,0.0001480705541325733,1e-06,407.4132249355316
5,2.3919405937194824,0.0005048040766268969,0.00014918114175088704,0.0005010460736230016,0.0001480705541325733,1e-06,507.1013822555542
6,2.3885533809661865,0.0005028738523833454,0.00014861070667393506,0.0005010460736230016,0.0001480705541325733,1e-06,608.9371812343597
7,2.3884024620056152,0.000452150939963758,0.00013362092431634665,0.0005010460736230016,0.0001480705541325733,1e-06,710.7115938663483
8,2.386812925338745,0.0004818329762201756,0.00014239264419302344,0.0005010460736230016,0.0001480705541325733,1e-07,859.1688227653503
9,2.386636972427368,0.0004964197287335992,0.00014670337259303778,0.0005010460736230016,0.0001480705541325733,1e-08,1007.2650890350342
10,2.398071765899658,0.0007754542166367173,0.00022916443413123488,0.0005010460736230016,0.0001480705541325733,1e-10,1155.4010968208313
