Iteration,Objective_Function,OOD_Error,Relative_OOD_Error,Benchmark_OOD,Relative_Benchmark_OOD,Step_Size,Time (s)
0,3.5623960494995117,0.023825302720069885,0.0070058382116258144,0.0005081428098492324,0.0001494195603299886,NA,0
1,2.926027774810791,0.0011840811930596828,0.0003481794847175479,0.0005081428098492324,0.0001494195603299886,1e-06,100.4410150051117
2,2.517449140548706,0.0011365792015567422,0.00033421150874346495,0.0005081428098492324,0.0001494195603299886,1e-06,201.6725640296936
3,2.422396421432495,0.0006838829140178859,0.00020109600154682994,0.0005081428098492324,0.0001494195603299886,1e-06,303.5215859413147
4,2.3993072509765625,0.0007377465954050422,0.00021693464077543467,0.0005081428098492324,0.0001494195603299886,1e-06,406.438631772995
5,2.391494035720825,0.000599504099227488,0.00017628437490202487,0.0005081428098492324,0.0001494195603299886,1e-06,507.7740638256073
6,2.38012957572937,0.0005978355184197426,0.00017579372797627002,0.0005081428098492324,0.0001494195603299886,1e-06,609.0484952926636
7,2.3795745372772217,0.0005643374170176685,0.00016594360931776464,0.0005081428098492324,0.0001494195603299886,1e-06,712.109833240509
8,2.3763208389282227,0.0008181403391063213,0.00024057444534264505,0.0005081428098492324,0.0001494195603299886,1e-08,909.0808711051941
9,2.3882646560668945,0.0005843759281560779,0.0001718359417282045,0.0005081428098492324,0.0001494195603299886,1e-10,1060.0788140296936
