Iteration,Objective_Function,OOD_Error,Relative_OOD_Error,Benchmark_OOD,Relative_Benchmark_OOD,Step_Size,Time (s)
0,3.58709454536438,0.020929202437400818,0.0061673931777477264,0.000430309068178758,0.00012680297368206084,NA,0
1,2.938415765762329,0.0016170882154256105,0.00047652170178480446,0.000430309068178758,0.00012680297368206084,1e-06,132.77147793769836
2,2.5306107997894287,0.0006429445929825306,0.00018946216732729226,0.000430309068178758,0.00012680297368206084,1e-06,265.12162804603577
3,2.4085512161254883,0.0005386364064179361,0.00015872475341893733,0.000430309068178758,0.00012680297368206084,1e-06,397.47629165649414
4,2.382199287414551,0.0007464064983651042,0.00021995020506437868,0.000430309068178758,0.00012680297368206084,1e-06,529.9786465167999
5,2.381232976913452,0.00039703279617242515,0.00011699716560542583,0.000430309068178758,0.00012680297368206084,1e-06,662.1221885681152
6,2.380732297897339,0.0004308221978135407,0.0001269541826331988,0.000430309068178758,0.00012680297368206084,1e-06,794.0537660121918
7,2.380481481552124,0.0004933953168801963,0.00014539316180162132,0.000430309068178758,0.00012680297368206084,1e-06,925.7199964523315
8,2.3769705295562744,0.0005244477652013302,0.0001545436680316925,0.000430309068178758,0.00012680297368206084,1e-06,1058.8544836044312
9,2.3767964839935303,0.0005938785616308451,0.00017500344256404787,0.000430309068178758,0.00012680297368206084,1e-06,1191.4706332683563
10,2.3677818775177,0.0004883797373622656,0.000143915181979537,0.000430309068178758,0.00012680297368206084,1e-06,1322.4633712768555
11,2.367291212081909,0.00045594084076583385,0.0001343561161775142,0.000430309068178758,0.00012680297368206084,1e-08,1567.2204337120056
12,2.377225160598755,0.0005215991986915469,0.0001537042553536594,0.000430309068178758,0.00012680297368206084,1e-09,1700.0426123142242
