Iteration,Objective_Function,OOD_Error,Relative_OOD_Error,Benchmark_OOD,Relative_Benchmark_OOD,Step_Size,Time (s)
0,3.5953474044799805,0.023846736177802086,0.006993597839027643,0.0003866224433295429,0.00011338582407915965,NA,0
1,2.892883539199829,0.0007783979526720941,0.00022828289365861565,0.0003866224433295429,0.00011338582407915965,1e-06,132.83174848556519
2,2.4826765060424805,0.0005343059892766178,0.00015669738058932126,0.0003866224433295429,0.00011338582407915965,1e-06,265.7210340499878
3,2.3710029125213623,0.0011325764935463667,0.00033215380972251296,0.0003866224433295429,0.00011338582407915965,1e-06,399.7360768318176
4,2.3342623710632324,0.0014394846512004733,0.0004221615963615477,0.0003866224433295429,0.00011338582407915965,1e-06,532.5730781555176
5,2.3171615600585938,0.00046644380199722946,0.00013679525000043213,0.0003866224433295429,0.00011338582407915965,1e-06,665.8162367343903
6,2.315431594848633,0.00043519079918041825,0.00012762959522660822,0.0003866224433295429,0.00011338582407915965,1e-07,859.5250606536865
7,2.3150970935821533,0.00046901984023861587,0.00013755072723142803,0.0003866224433295429,0.00011338582407915965,1e-09,1110.008404493332
8,2.316683292388916,0.00045783468522131443,0.00013427043450064957,0.0003866224433295429,0.00011338582407915965,1e-10,1243.237117767334
