Iteration,Objective_Function,OOD_Error,Relative_OOD_Error,Benchmark_OOD,Relative_Benchmark_OOD,Step_Size,Time (s)
0,4.017126083374023,0.026228468865156174,0.007719492074102163,0.00043521050247363746,0.00012808997416868806,NA,0
1,3.363440752029419,0.0015610906993970275,0.00045945600140839815,0.00043521050247363746,0.00012808997416868806,1e-06,132.9369194507599
2,2.888174295425415,0.0006851903162896633,0.00020166336616966873,0.00043521050247363746,0.00012808997416868806,1e-06,265.6255421638489
3,2.745936155319214,0.0005213659023866057,0.00015344700659625232,0.00043521050247363746,0.00012808997416868806,1e-06,397.358252286911
4,2.722565174102783,0.00064571772236377,0.00019004588830284774,0.00043521050247363746,0.00012808997416868806,1e-06,529.333334684372
5,2.692877769470215,0.0005677667213603854,0.00016710357158444822,0.00043521050247363746,0.00012808997416868806,1e-06,662.892951965332
6,2.690793514251709,0.0005979514680802822,0.00017598745762370527,0.00043521050247363746,0.00012808997416868806,1e-06,795.8832724094391
7,2.6872942447662354,0.0006429783534258604,0.0001892396539915353,0.00043521050247363746,0.00012808997416868806,1e-08,1042.2272591590881
8,2.690110206604004,0.00054470996838063,0.00016031756240408868,0.00043521050247363746,0.00012808997416868806,1e-10,1230.9585332870483
