Iteration,Objective_Function,OOD_Error,Relative_OOD_Error,Benchmark_OOD,Relative_Benchmark_OOD,Step_Size,Time (s)
0,3.3254902362823486,0.03490699827671051,0.010675805620849133,0.006889459677040577,0.0021070425864309072,NA,0
1,2.64732027053833,0.007726049050688744,0.0023629015777260065,0.006889459677040577,0.0021070425864309072,1e-06,35.59957432746887
2,2.147611141204834,0.008230159059166908,0.0025170764420181513,0.006889459677040577,0.0021070425864309072,1e-06,71.34080529212952
3,2.036919116973877,0.007427307777106762,0.0022715358063578606,0.006889459677040577,0.0021070425864309072,1e-06,107.31870412826538
4,2.0161361694335938,0.005251031368970871,0.0016059527406468987,0.006889459677040577,0.0021070425864309072,1e-06,143.33717942237854
5,2.0136866569519043,0.004917371552437544,0.0015039077261462808,0.006889459677040577,0.0021070425864309072,1e-06,179.01191329956055
6,2.010908365249634,0.004830141551792622,0.001477229641750455,0.006889459677040577,0.0021070425864309072,1e-06,213.88081789016724
7,2.0070676803588867,0.005164877511560917,0.0015796038787811995,0.006889459677040577,0.0021070425864309072,1e-08,296.74075865745544
8,2.0070152282714844,0.0050951349548995495,0.0015582741471007466,0.006889459677040577,0.0021070425864309072,1e-09,355.33338809013367
9,2.007446527481079,0.004724666476249695,0.0014449716545641422,0.006889459677040577,0.0021070425864309072,1e-10,390.3747019767761
