Iteration,Objective_Function,OOD_Error,Relative_OOD_Error,Benchmark_OOD,Relative_Benchmark_OOD,Step_Size,Time (s)
0,4.2001214027404785,0.03511505573987961,0.010321746580302715,0.002534108702093363,0.0007448778487741947,NA,0
1,3.405573844909668,0.003013217356055975,0.0008857074426487088,0.002534108702093363,0.0007448778487741947,1e-06,52.66927409172058
2,2.782686710357666,0.002093254355713725,0.0006152928108349442,0.002534108702093363,0.0007448778487741947,1e-06,104.67480421066284
3,2.5823936462402344,0.0016762870363891125,0.0004927290719933808,0.002534108702093363,0.0007448778487741947,1e-06,156.5155212879181
4,2.5743398666381836,0.0022377800196409225,0.0006577747990377247,0.002534108702093363,0.0007448778487741947,1e-06,208.97691297531128
5,2.5679779052734375,0.0015103233745321631,0.0004439456097315997,0.002534108702093363,0.0007448778487741947,1e-06,261.7970304489136
6,2.5567047595977783,0.0013286344474181533,0.00039053981890901923,0.002534108702093363,0.0007448778487741947,1e-06,313.6132843494415
7,2.5558266639709473,0.0013917259639129043,0.00040908498340286314,0.002534108702093363,0.0007448778487741947,1e-06,364.54468035697937
8,2.549574851989746,0.0015771616017445922,0.00046359209227375686,0.002534108702093363,0.0007448778487741947,1e-07,446.4013743400574
9,2.5690014362335205,0.0019273750949651003,0.0005665341159328818,0.002534108702093363,0.0007448778487741947,1e-09,528.7339091300964
