Iteration,Objective_Function,OOD_Error,Relative_OOD_Error,Benchmark_OOD,Relative_Benchmark_OOD,Step_Size,Time (s)
0,3.948967218399048,0.03707289695739746,0.011339535936713219,0.0007763481698930264,0.00023746264923829585,NA,0
1,3.125843048095703,0.0014934295322746038,0.00045679727918468416,0.0007763481698930264,0.00023746264923829585,1e-06,67.70974802970886
2,2.4924020767211914,0.0011361027136445045,0.00034750124905258417,0.0007763481698930264,0.00023746264923829585,1e-06,135.26151967048645
3,2.3108339309692383,0.001326767960563302,0.0004058202903252095,0.0007763481698930264,0.00023746264923829585,1e-06,202.4903383255005
4,2.3013412952423096,0.0009142699418589473,0.00027964895707555115,0.0007763481698930264,0.00023746264923829585,1e-06,269.44163703918457
5,2.3004343509674072,0.0006537127192132175,0.00019995197362732142,0.0007763481698930264,0.00023746264923829585,1e-06,336.76438307762146
6,2.2928836345672607,0.00101469864603132,0.0003103672352153808,0.0007763481698930264,0.00023746264923829585,1e-09,509.68814039230347
7,2.290597677230835,0.0011877064825966954,0.0003632853622548282,0.0007763481698930264,0.00023746264923829585,1e-09,576.6882457733154
8,2.2901904582977295,0.0010586963035166264,0.00032382484641857445,0.0007763481698930264,0.00023746264923829585,1e-09,644.1805381774902
9,2.287461996078491,0.0010871205013245344,0.0003325189754832536,0.0007763481698930264,0.00023746264923829585,1e-09,712.2349758148193
10,2.2971808910369873,0.0009004843304865062,0.00027543233591131866,0.0007763481698930264,0.00023746264923829585,1e-10,779.970466375351
