Iteration,Objective_Function,OOD_Error,Relative_OOD_Error,Benchmark_OOD,Relative_Benchmark_OOD,Step_Size,Time (s)
0,4.208365440368652,0.0355251245200634,0.007401317358016968,0.001719239866361022,0.00035818706965073943,NA,0
1,3.2476303577423096,0.0032945089042186737,0.00068637914955616,0.001719239866361022,0.00035818706965073943,1e-06,63.05665469169617
2,2.7806544303894043,0.0029300590977072716,0.0006104495842009783,0.001719239866361022,0.00035818706965073943,1e-06,126.40135288238525
3,2.7303574085235596,0.0019305109744891524,0.000402203353587538,0.001719239866361022,0.00035818706965073943,1e-06,189.45315790176392
4,2.7265141010284424,0.0028661019168794155,0.0005971246864646673,0.001719239866361022,0.00035818706965073943,1e-06,252.5528268814087
5,2.7183477878570557,0.002581482520326972,0.0005378270288929343,0.001719239866361022,0.00035818706965073943,1e-06,316.0767116546631
6,2.7180259227752686,0.0019283085130155087,0.00040174450259655714,0.001719239866361022,0.00035818706965073943,1e-06,378.82681584358215
7,2.7158944606781006,0.0019055490847676992,0.00039700279012322426,0.001719239866361022,0.00035818706965073943,1e-06,440.9702935218811
8,2.705303430557251,0.0018620966002345085,0.0003879498690366745,0.001719239866361022,0.00035818706965073943,1e-08,584.9532532691956
9,2.7163028717041016,0.0022171686869114637,0.0004619257233571261,0.001719239866361022,0.00035818706965073943,1e-09,648.5460600852966
