Iteration,Objective_Function,OOD_Error,Relative_OOD_Error,Benchmark_OOD,Relative_Benchmark_OOD,Step_Size,Time (s)
0,4.734949588775635,0.03933039307594299,0.00799291580915451,0.0020048441365361214,0.0004074342723470181,NA,0
1,3.9720566272735596,0.003163485322147608,0.0006428990163840353,0.0020048441365361214,0.0004074342723470181,1e-06,62.51966738700867
2,3.524714469909668,0.0021298222709447145,0.0004328329232521355,0.0020048441365361214,0.0004074342723470181,1e-06,124.11203670501709
3,3.3965492248535156,0.0014938476961106062,0.0003035870613530278,0.0020048441365361214,0.0004074342723470181,1e-06,185.64016222953796
4,3.360138177871704,0.0011428188299760222,0.0002322492509847507,0.0020048441365361214,0.0004074342723470181,1e-06,249.35816860198975
5,3.350942373275757,0.0012222102377563715,0.0002483835560269654,0.0020048441365361214,0.0004074342723470181,1e-06,310.4314694404602
6,3.348494529724121,0.0013971389271318913,0.0002839334192685783,0.0020048441365361214,0.0004074342723470181,1e-06,372.2116394042969
7,3.3465170860290527,0.0014269247185438871,0.00028998663765378296,0.0020048441365361214,0.0004074342723470181,1e-06,434.4762396812439
8,3.338728904724121,0.0018237776821479201,0.00037063704803586006,0.0020048441365361214,0.0004074342723470181,1e-07,539.3685204982758
9,3.3475418090820312,0.001212513423524797,0.00024641293566673994,0.0020048441365361214,0.0004074342723470181,1e-10,684.2424168586731
