Iteration,Objective_Function,OOD_Error,Relative_OOD_Error,Benchmark_OOD,Relative_Benchmark_OOD,Step_Size,Time (s)
0,4.527698040008545,0.03710797056555748,0.007721356116235256,0.0015079141594469547,0.0003137639141641557,NA,0
1,3.6785545349121094,0.002464903984218836,0.0005128925549797714,0.0015079141594469547,0.0003137639141641557,1e-06,73.14172124862671
2,3.1977641582489014,0.002114522038027644,0.0004399857425596565,0.0015079141594469547,0.0003137639141641557,1e-06,147.27462768554688
3,3.1012580394744873,0.0017690220847725868,0.00036809477023780346,0.0015079141594469547,0.0003137639141641557,1e-06,220.82997131347656
4,3.085845470428467,0.0016136160120368004,0.00033575817360542715,0.0015079141594469547,0.0003137639141641557,1e-06,294.763943195343
5,3.0718166828155518,0.001087287673726678,0.0002262407506350428,0.0015079141594469547,0.0003137639141641557,1e-06,370.38273668289185
6,3.083038091659546,0.0017721153562888503,0.0003687384014483541,0.0015079141594469547,0.0003137639141641557,1e-10,582.9586734771729
