Iteration,Objective_Function,OOD_Error,Relative_OOD_Error,Benchmark_OOD,Relative_Benchmark_OOD,Step_Size,Time (s)
0,4.6818108558654785,0.03785848245024681,0.007695823907852173,0.0017846267437562346,0.00036277665640227497,NA,0
1,3.8831787109375,0.003720113541930914,0.0007562199607491493,0.0017846267437562346,0.00036277665640227497,1e-06,73.43648290634155
2,3.392770767211914,0.0026861417572945356,0.0005460354732349515,0.0017846267437562346,0.00036277665640227497,1e-06,145.938143491745
3,3.27459979057312,0.0015974582638591528,0.0003247292770538479,0.0017846267437562346,0.00036277665640227497,1e-06,218.49518632888794
4,3.248424768447876,0.0017079829704016447,0.0003471965901553631,0.0017846267437562346,0.00036277665640227497,1e-06,291.5252196788788
5,3.2297840118408203,0.0017857904313132167,0.0003630132123362273,0.0017846267437562346,0.00036277665640227497,1e-06,363.6871814727783
6,3.2105469703674316,0.0011958818649873137,0.00024309733998961747,0.0017846267437562346,0.00036277665640227497,1e-06,437.0065460205078
7,3.2103610038757324,0.0013552429154515266,0.0002754920569714159,0.0017846267437562346,0.00036277665640227497,1e-06,509.0943374633789
8,3.2033283710479736,0.0015874372329562902,0.00032269221264868975,0.0017846267437562346,0.00036277665640227497,1e-06,580.8937659263611
9,3.2090182304382324,0.0011744241928681731,0.0002387354470556602,0.0017846267437562346,0.00036277665640227497,1e-10,791.9958171844482
