Iteration,Objective_Function,OOD_Error,Relative_OOD_Error,Benchmark_OOD,Relative_Benchmark_OOD,Step_Size,Time (s)
0,3.647446393966675,0.021492598578333855,0.006333676166832447,0.00041064523975364864,0.00012101347238058224,NA,0
1,2.834223747253418,0.0007882543723098934,0.00023229149519465864,0.00041064523975364864,0.00012101347238058224,1e-06,176.65069890022278
2,2.251967668533325,0.0006758044473826885,0.00019915351003874093,0.00041064523975364864,0.00012101347238058224,1e-06,351.83741879463196
3,2.120882987976074,0.00042188254883512855,0.0001243250007973984,0.00041064523975364864,0.00012101347238058224,1e-06,531.2594285011292
4,2.0994608402252197,0.0004050462448503822,0.00011936349619645625,0.00041064523975364864,0.00012101347238058224,1e-06,710.6286015510559
5,2.098015785217285,0.00034645464620552957,0.00010209708125330508,0.00041064523975364864,0.00012101347238058224,1e-06,890.9683811664581
6,2.0940983295440674,0.00036027352325618267,0.00010616937652230263,0.00041064523975364864,0.00012101347238058224,1e-08,1220.7752776145935
7,2.102102756500244,0.0004166047729086131,0.00012276969209779054,0.00041064523975364864,0.00012101347238058224,1e-10,1478.9030170440674
