Iteration,Objective_Function,OOD_Error,Relative_OOD_Error,Benchmark_OOD,Relative_Benchmark_OOD,Step_Size,Time (s)
0,4.169170379638672,0.028944803401827812,0.00850558653473854,0.0004080478975083679,0.0001199070829898119,NA,0
1,3.5486950874328613,0.0014944716822355986,0.00043915858259424567,0.0004080478975083679,0.0001199070829898119,1e-06,176.72307801246643
2,3.1374611854553223,0.0008142512524500489,0.00023927213624119759,0.0004080478975083679,0.0001199070829898119,1e-06,352.57330346107483
3,2.986320734024048,0.0005735441809520125,0.0001685390598140657,0.0004080478975083679,0.0001199070829898119,1e-06,529.8088359832764
4,2.9315762519836426,0.0007902722572907805,0.00023222577874548733,0.0004080478975083679,0.0001199070829898119,1e-06,709.6392905712128
5,2.9164557456970215,0.0005764480447396636,0.0001693923695711419,0.0004080478975083679,0.0001199070829898119,1e-06,888.5128319263458
6,2.9097256660461426,0.0005263304337859154,0.0001546650455566123,0.0004080478975083679,0.0001199070829898119,1e-06,1068.9802868366241
7,2.907466173171997,0.0004451693966984749,0.00013081543147563934,0.0004080478975083679,0.0001199070829898119,1e-06,1249.4020159244537
8,2.9073431491851807,0.0005318528274074197,0.0001562878314871341,0.0004080478975083679,0.0001199070829898119,1e-08,1579.0807027816772
9,2.8903818130493164,0.0006520001916214824,0.00019159377552568913,0.0004080478975083679,0.0001199070829898119,1e-08,1760.098039150238
10,2.9080989360809326,0.0006605456583201885,0.00019410491222515702,0.0004080478975083679,0.0001199070829898119,1e-10,2016.9459021091461
