Iteration,Objective_Function,OOD_Error,Relative_OOD_Error,Benchmark_OOD,Relative_Benchmark_OOD,Step_Size,Time (s)
0,3.5967135429382324,0.021156569942831993,0.006240308750420809,0.0013943992089480162,0.0004112898022867739,NA,0
1,2.8637852668762207,0.00166066805832088,0.0004898280603811145,0.0013943992089480162,0.0004112898022867739,1e-06,180.03847765922546
2,2.395127773284912,0.0005999145796522498,0.00017694986308924854,0.0013943992089480162,0.0004112898022867739,1e-06,355.6413223743439
3,2.2617695331573486,0.0006048560026101768,0.00017840738291852176,0.0013943992089480162,0.0004112898022867739,1e-06,537.1551623344421
4,2.217036008834839,0.001953471451997757,0.0005761929205618799,0.0013943992089480162,0.0004112898022867739,1e-06,715.2129211425781
5,2.2068557739257812,0.0004999486263841391,0.00014746407396160066,0.0013943992089480162,0.0004112898022867739,1e-06,896.416036605835
6,2.195145606994629,0.0005697386804968119,0.00016804922779556364,0.0013943992089480162,0.0004112898022867739,1e-06,1078.5473549365997
7,2.1938388347625732,0.0005197980790399015,0.00015331883332692087,0.0013943992089480162,0.0004112898022867739,1e-06,1258.2832307815552
8,2.1923913955688477,0.00043400467257015407,0.00012801334378309548,0.0013943992089480162,0.0004112898022867739,1e-07,1516.2335677146912
9,2.191923141479492,0.00047888277913443744,0.00014125052257440984,0.0013943992089480162,0.0004112898022867739,1e-09,1848.3601751327515
10,2.2018582820892334,0.0005404971889220178,0.000159424205776304,0.0013943992089480162,0.0004112898022867739,1e-10,2030.7497034072876
