Iteration,Objective_Function,OOD_Error,Relative_OOD_Error,Benchmark_OOD,Relative_Benchmark_OOD,Step_Size,Time (s)
0,3.4589715003967285,0.018994471058249474,0.005620745476335287,0.0003036155831068754,8.984434680314735e-05,NA,0
1,2.7034122943878174,0.001644335687160492,0.0004865833034273237,0.0003036155831068754,8.984434680314735e-05,1e-06,178.22770237922668
2,2.213404655456543,0.0006285040872171521,0.00018598367751110345,0.0003036155831068754,8.984434680314735e-05,1e-06,356.9732475280762
3,2.0852928161621094,0.0005483136046677828,0.0001622541167307645,0.0003036155831068754,8.984434680314735e-05,1e-06,536.1539199352264
4,2.0508992671966553,0.0004355768905952573,0.00012889366189483553,0.0003036155831068754,8.984434680314735e-05,1e-06,715.8078944683075
5,2.0399861335754395,0.0005002904217690229,0.00014804334205109626,0.0003036155831068754,8.984434680314735e-05,1e-06,895.5690383911133
6,2.0332915782928467,0.0003815425734501332,0.00011290409747743979,0.0003036155831068754,8.984434680314735e-05,1e-06,1076.9372582435608
7,2.029703140258789,0.00039790658047422767,0.00011774645099649206,0.0003036155831068754,8.984434680314735e-05,1e-07,1330.1678216457367
8,2.0277764797210693,0.000482004601508379,0.00014263229968491942,0.0003036155831068754,8.984434680314735e-05,1e-08,1584.4521231651306
9,2.029387950897217,0.00046639409265480936,0.00013801292516291142,0.0003036155831068754,8.984434680314735e-05,1e-10,1834.9440727233887
