Iteration,Objective_Function,OOD_Error,Relative_OOD_Error,Benchmark_OOD,Relative_Benchmark_OOD,Step_Size,Time (s)
0,3.3388659954071045,0.017166156321763992,0.005260142032057047,0.0004310174554120749,0.0001320745941484347,NA,0
1,2.5962040424346924,0.0007857633754611015,0.0002407776628388092,0.0004310174554120749,0.0001320745941484347,1e-06,149.6115598678589
2,2.137850284576416,0.000364091683877632,0.00011156684922752902,0.0004310174554120749,0.0001320745941484347,1e-06,297.56838941574097
3,2.0207643508911133,0.00033377087675035,0.00010227579332422465,0.0004310174554120749,0.0001320745941484347,1e-06,446.32351303100586
4,2.008213758468628,0.0005560294375754893,0.00017038140504155308,0.0004310174554120749,0.0001320745941484347,1e-06,595.3329122066498
5,1.9906179904937744,0.0003319588431622833,0.00010172054317081347,0.0004310174554120749,0.0001320745941484347,1e-06,743.6708006858826
6,1.9882125854492188,0.00031544826924800873,9.666128607932478e-05,0.0004310174554120749,0.0001320745941484347,1e-06,893.3919134140015
7,1.9881898164749146,0.0003432775556575507,0.00010518887575017288,0.0004310174554120749,0.0001320745941484347,1e-06,1041.436704158783
8,1.9878166913986206,0.0003896593698300421,0.0001194014330394566,0.0004310174554120749,0.0001320745941484347,1e-06,1189.741436958313
9,1.986299753189087,0.00034841708838939667,0.00010676375677576289,0.0004310174554120749,0.0001320745941484347,1e-09,1527.483596086502
10,1.994513988494873,0.0002601439773570746,7.971465674927458e-05,0.0004310174554120749,0.0001320745941484347,1e-10,1675.728291273117
