Iteration,Objective_Function,OOD_Error,Relative_OOD_Error,Benchmark_OOD,Relative_Benchmark_OOD,Step_Size,Time (s)
0,3.3188962936401367,0.021768486127257347,0.006667317356914282,0.0003839977434836328,0.00011761197674786672,NA,0
1,2.6280956268310547,0.00100479566026479,0.0003077518194913864,0.0003839977434836328,0.00011761197674786672,1e-06,115.62829685211182
2,2.226902484893799,0.0005150521174073219,0.00015775171050336212,0.0003839977434836328,0.00011761197674786672,1e-06,229.70594334602356
3,2.111668586730957,0.0006397593533620238,0.00019594741752371192,0.0003839977434836328,0.00011761197674786672,1e-06,343.62177658081055
4,2.093656301498413,0.0003546099178493023,0.000108610991446767,0.0003839977434836328,0.00011761197674786672,1e-06,460.4619174003601
5,2.088237762451172,0.000484897056594491,0.0001485157263232395,0.0003839977434836328,0.00011761197674786672,1e-06,576.0563662052155
6,2.087473154067993,0.00042951462091878057,0.00013155302440281957,0.0003839977434836328,0.00011761197674786672,1e-08,794.254096031189
7,2.0994818210601807,0.000594396551605314,0.00018205355445388705,0.0003839977434836328,0.00011761197674786672,1e-10,961.4319596290588
