Iteration,Objective_Function,OOD_Error,Relative_OOD_Error,Benchmark_OOD,Relative_Benchmark_OOD,Step_Size,Time (s)
0,3.6734437942504883,0.02581811510026455,0.005333163309842348,0.00432161707431078,0.0008927021990530193,NA,0
1,2.8734374046325684,0.00624469667673111,0.0012899464927613735,0.00432161707431078,0.0008927021990530193,1e-06,29.177786350250244
2,2.515928030014038,0.005039578303694725,0.0010410090908408165,0.00432161707431078,0.0008927021990530193,1e-06,58.56264925003052
3,2.454899311065674,0.0036568637005984783,0.0007553863106295466,0.00432161707431078,0.0008927021990530193,1e-06,88.00047516822815
4,2.4323348999023438,0.004313725978136063,0.0008910722099244595,0.00432161707431078,0.0008927021990530193,1e-06,117.94313335418701
5,2.4239840507507324,0.004142086952924728,0.0008556172833777964,0.00432161707431078,0.0008927021990530193,1e-07,170.9139745235443
6,2.433664083480835,0.004195833578705788,0.0008667195215821266,0.00432161707431078,0.0008927021990530193,1e-10,250.75029063224792
