Iteration,Objective_Function,OOD_Error,Relative_OOD_Error,Benchmark_OOD,Relative_Benchmark_OOD,Step_Size,Time (s)
0,3.514153003692627,0.025920934975147247,0.00763302156701684,0.0013298934791237116,0.0003916180576197803,NA,0
1,2.695070266723633,0.0014470960013568401,0.00042613103869371116,0.0013298934791237116,0.0003916180576197803,1e-06,67.15728306770325
2,2.1496546268463135,0.0010385399218648672,0.0003058222064282745,0.0013298934791237116,0.0003916180576197803,1e-06,133.97292685508728
3,2.034288167953491,0.0009740067180246115,0.00028681891853921115,0.0013298934791237116,0.0003916180576197803,1e-06,201.76163864135742
4,2.0199811458587646,0.0006727394065819681,0.00019810374942608178,0.0013298934791237116,0.0003916180576197803,1e-06,270.6141014099121
5,2.0178439617156982,0.0007947773556225002,0.0002340406645089388,0.0013298934791237116,0.0003916180576197803,1e-06,337.7722382545471
6,2.0161492824554443,0.0007587993750348687,0.00022344611352309585,0.0013298934791237116,0.0003916180576197803,1e-07,442.0274600982666
7,2.0146591663360596,0.0011494122445583344,0.0003384711453691125,0.0013298934791237116,0.0003916180576197803,1e-07,509.33623790740967
8,2.013256549835205,0.0011450190795585513,0.0003371774801053107,0.0013298934791237116,0.0003916180576197803,1e-07,577.8271970748901
9,2.0192465782165527,0.0006903250468894839,0.00020328225218690932,0.0013298934791237116,0.0003916180576197803,1e-10,718.1567339897156
