Iteration,Objective_Function,OOD_Error,Relative_OOD_Error,Benchmark_OOD,Relative_Benchmark_OOD,Step_Size,Time (s)
0,3.5545599460601807,0.02648327872157097,0.007808268535882235,0.001088267075829208,0.0003208621346857399,NA,0
1,2.883514642715454,0.002316630445420742,0.00068302993895486,0.001088267075829208,0.0003208621346857399,1e-06,68.32870745658875
2,2.4680752754211426,0.0012360989348962903,0.0003644485550466925,0.001088267075829208,0.0003208621346857399,1e-06,137.56629705429077
3,2.362929582595825,0.0011943439021706581,0.0003521375765558332,0.001088267075829208,0.0003208621346857399,1e-06,206.21347665786743
4,2.341629981994629,0.0009393717045895755,0.00027696217875927687,0.001088267075829208,0.0003208621346857399,1e-06,275.0154318809509
5,2.332956075668335,0.0009033437818288803,0.00026633977540768683,0.001088267075829208,0.0003208621346857399,1e-06,342.6499397754669
6,2.3220345973968506,0.0010651648044586182,0.00031405073241330683,0.001088267075829208,0.0003208621346857399,1e-06,409.7935574054718
7,2.3202688694000244,0.0014508197782561183,0.00042775634210556746,0.001088267075829208,0.0003208621346857399,1e-07,516.9219734668732
8,2.3202102184295654,0.001103564165532589,0.000325372297083959,0.001088267075829208,0.0003208621346857399,1e-08,621.7591600418091
9,2.322239875793457,0.0009451246587559581,0.00027865837910212576,0.001088267075829208,0.0003208621346857399,1e-10,725.3276829719543
