Iteration,Objective_Function,OOD_Error,Relative_OOD_Error,Benchmark_OOD,Relative_Benchmark_OOD,Step_Size,Time (s)
0,3.0142815113067627,0.02311733365058899,0.007079567294567823,0.0013098148629069328,0.00040112424176186323,NA,0
1,2.3845887184143066,0.0009994813008233905,0.0003060861199628562,0.0013098148629069328,0.00040112424176186323,1e-06,52.05415368080139
2,2.081493377685547,0.001166664995253086,0.00035728528746403754,0.0013098148629069328,0.00040112424176186323,1e-06,105.70694255828857
3,1.9766364097595215,0.001174276345409453,0.0003596162423491478,0.0013098148629069328,0.00040112424176186323,1e-06,158.23206734657288
4,1.9642207622528076,0.0006229278515093029,0.0001907685218611732,0.0013098148629069328,0.00040112424176186323,1e-06,211.19754791259766
5,1.9548919200897217,0.0005817434284836054,0.00017815599858295172,0.0013098148629069328,0.00040112424176186323,1e-06,263.7200036048889
6,1.9487773180007935,0.0009678324568085372,0.0002963938459288329,0.0013098148629069328,0.00040112424176186323,1e-07,347.2228057384491
7,1.9611133337020874,0.0006502881296910346,0.00019914747099392116,0.0013098148629069328,0.00040112424176186323,1e-10,460.9564881324768
