Iteration,Objective_Function,OOD_Error,Relative_OOD_Error,Benchmark_OOD,Relative_Benchmark_OOD,Step_Size,Time (s)
0,3.9164645671844482,0.03361211717128754,0.01027693785727024,0.00069214723771438,0.00021162470511626452,NA,0
1,3.225804090499878,0.0017442288808524609,0.0005332996952347457,0.00069214723771438,0.00021162470511626452,1e-06,53.89392900466919
2,2.7113089561462402,0.0012024191673845053,0.0003676408377941698,0.00069214723771438,0.00021162470511626452,1e-06,108.07801556587219
3,2.5639586448669434,0.0011213397374376655,0.0003428507479839027,0.00069214723771438,0.00021162470511626452,1e-06,161.29442739486694
4,2.547727346420288,0.0010384372435510159,0.0003175032034050673,0.00069214723771438,0.00021162470511626452,1e-06,214.24924087524414
5,2.528416633605957,0.0010900931665673852,0.0003332970663905144,0.00069214723771438,0.00021162470511626452,1e-06,267.2303247451782
6,2.5266337394714355,0.0010578103829175234,0.00032342656049877405,0.00069214723771438,0.00021162470511626452,1e-07,351.2898943424225
7,2.5261266231536865,0.0008300862973555923,0.0002537997206673026,0.00069214723771438,0.00021162470511626452,1e-09,466.2690622806549
8,2.5220084190368652,0.0010669416515156627,0.00032621846185065806,0.00069214723771438,0.00021162470511626452,1e-09,518.9443602561951
9,2.5294272899627686,0.0008152454975061119,0.0002492621133569628,0.00069214723771438,0.00021162470511626452,1e-10,571.870123386383
