Iteration,Objective_Function,OOD_Error,Relative_OOD_Error,Benchmark_OOD,Relative_Benchmark_OOD,Step_Size,Time (s)
0,3.264186382293701,0.02248491160571575,0.006892705336213112,0.0016338701825588942,0.0005008596926927567,NA,0
1,2.7315945625305176,0.0015253738965839148,0.00046760038821958005,0.0016338701825588942,0.0005008596926927567,1e-06,53.630494117736816
2,2.441948890686035,0.0007913513109087944,0.0002425871934974566,0.0016338701825588942,0.0005008596926927567,1e-06,106.1361939907074
3,2.3152711391448975,0.0014751432463526726,0.00045220227912068367,0.0016338701825588942,0.0005008596926927567,1e-06,158.73787546157837
4,2.306776523590088,0.0008717960445210338,0.00026724737836048007,0.0016338701825588942,0.0005008596926927567,1e-06,213.26055765151978
5,2.2966485023498535,0.0017802584916353226,0.0005457347724586725,0.0016338701825588942,0.0005008596926927567,1e-06,266.2767643928528
6,2.289710760116577,0.000674549606628716,0.0002067818568320945,0.0016338701825588942,0.0005008596926927567,1e-06,319.4448297023773
7,2.2810418605804443,0.0019403002224862576,0.0005947952158749104,0.0016338701825588942,0.0005008596926927567,1e-06,372.0493838787079
8,2.2765111923217773,0.001738023478537798,0.0005327877006493509,0.0016338701825588942,0.0005008596926927567,1e-06,424.6423614025116
9,2.2857391834259033,0.001954232342541218,0.0005990660865791142,0.0016338701825588942,0.0005008596926927567,1e-10,569.7975921630859
