Iteration,Objective_Function,OOD_Error,Relative_OOD_Error,Benchmark_OOD,Relative_Benchmark_OOD,Step_Size,Time (s)
0,4.602752685546875,0.04891863465309143,0.014294009655714035,0.0014805907849222422,0.00043262814870104194,NA,0
1,3.9090945720672607,0.0014551731292158365,0.0004252011131029576,0.0014805907849222422,0.00043262814870104194,1e-06,114.53165006637573
2,3.400425434112549,0.0009859330020844936,0.0002880893007386476,0.0014805907849222422,0.00043262814870104194,1e-06,230.2386932373047
3,3.1877222061157227,0.0008779302588663995,0.0002565309405326843,0.0014805907849222422,0.00043262814870104194,1e-06,345.7575960159302
4,3.1242127418518066,0.0005517564713954926,0.00016122306988108903,0.0014805907849222422,0.00043262814870104194,1e-06,460.35590744018555
5,3.1138010025024414,0.0006879320717416704,0.00020101353584323078,0.0014805907849222422,0.00043262814870104194,1e-06,576.5219514369965
6,3.109734058380127,0.0008551775244995952,0.00024988260702230036,0.0014805907849222422,0.00043262814870104194,1e-06,693.7953338623047
7,3.105255603790283,0.0006462796591222286,0.00018884270684793591,0.0014805907849222422,0.00043262814870104194,1e-06,808.4011936187744
8,3.1037769317626953,0.0008577478583902121,0.00025063366047106683,0.0014805907849222422,0.00043262814870104194,1e-06,924.1744413375854
9,3.102060079574585,0.0006749066524207592,0.0001972075115190819,0.0014805907849222422,0.00043262814870104194,1e-06,1041.2403345108032
10,3.101863384246826,0.0007449972326867282,0.00021768794977106154,0.0014805907849222422,0.00043262814870104194,1e-06,1156.8441190719604
11,3.0902202129364014,0.0005518950056284666,0.00016126353875733912,0.0014805907849222422,0.00043262814870104194,1e-06,1272.3301756381989
12,3.084409475326538,0.0011152183869853616,0.00032586645102128386,0.0014805907849222422,0.00043262814870104194,1e-09,1546.6374843120575
13,3.1058621406555176,0.0010350317461416125,0.0003024359466508031,0.0014805907849222422,0.00043262814870104194,1e-10,1661.6880776882172
