Iteration,Objective_Function,OOD_Error,Relative_OOD_Error,Benchmark_OOD,Relative_Benchmark_OOD,Step_Size,Time (s)
0,3.7095725536346436,0.03066667541861534,0.009050565771758556,0.0007139137014746666,0.0002106952597387135,NA,0
1,3.0393643379211426,0.001350632170215249,0.00039860812830738723,0.0007139137014746666,0.0002106952597387135,1e-06,116.0445785522461
2,2.5790562629699707,0.0006587444804608822,0.00019441332551650703,0.0007139137014746666,0.0002106952597387135,1e-06,233.47020268440247
3,2.456824779510498,0.00045670740655623376,0.0001347867219010368,0.0007139137014746666,0.0002106952597387135,1e-06,348.50168442726135
4,2.4419968128204346,0.0008050125907175243,0.00023758099996484816,0.0007139137014746666,0.0002106952597387135,1e-06,463.9193847179413
5,2.4331560134887695,0.00067499018041417,0.0001992078759940341,0.0007139137014746666,0.0002106952597387135,1e-06,579.104398727417
6,2.4300618171691895,0.0005352545413188636,0.00015796809748280793,0.0007139137014746666,0.0002106952597387135,1e-06,694.422219991684
7,2.42982816696167,0.0005290193948894739,0.00015612794959452003,0.0007139137014746666,0.0002106952597387135,1e-07,862.4710202217102
8,2.4200937747955322,0.0006481397431343794,0.00019128358690068126,0.0007139137014746666,0.0002106952597387135,1e-07,977.3370332717896
9,2.4221606254577637,0.000414944690419361,0.0001224614097736776,0.0007139137014746666,0.0002106952597387135,1e-10,1196.7069871425629
