Iteration,Objective_Function,OOD_Error,Relative_OOD_Error,Benchmark_OOD,Relative_Benchmark_OOD,Step_Size,Time (s)
0,3.7087113857269287,0.023281773552298546,0.007135570514947176,0.000643944600597024,0.0001973609032575041,NA,0
1,2.9782910346984863,0.0010597321670502424,0.00032479455694556236,0.000643944600597024,0.0001973609032575041,1e-06,134.27300882339478
2,2.460770845413208,0.000796344131231308,0.00024406943703070283,0.000643944600597024,0.0001973609032575041,1e-06,266.9889335632324
3,2.331650733947754,0.000696200761012733,0.0002133767557097599,0.000643944600597024,0.0001973609032575041,1e-06,399.0909490585327
4,2.30275297164917,0.0004132318717893213,0.00012665036774706095,0.000643944600597024,0.0001973609032575041,1e-06,530.6799509525299
5,2.2916758060455322,0.0004872192512266338,0.0001493265590397641,0.000643944600597024,0.0001973609032575041,1e-06,662.4483969211578
6,2.288539171218872,0.0005826412234455347,0.00017857219791039824,0.000643944600597024,0.0001973609032575041,1e-06,794.2752072811127
7,2.2882964611053467,0.000508142460603267,0.00015573926793877035,0.000643944600597024,0.0001973609032575041,1e-07,983.2838118076324
8,2.286439895629883,0.0006770965992473066,0.00020752157433889806,0.000643944600597024,0.0001973609032575041,1e-09,1229.9079821109772
9,2.2898600101470947,0.0006024238537065685,0.00018463532614987344,0.000643944600597024,0.0001973609032575041,1e-10,1363.0865006446838
