Iteration,Objective_Function,OOD_Error,Relative_OOD_Error,Benchmark_OOD,Relative_Benchmark_OOD,Step_Size,Time (s)
0,3.2876110076904297,0.015008783899247646,0.004594286438077688,0.0006213397718966007,0.00019019613682758063,NA,0
1,2.5927059650421143,0.0009779161773622036,0.00029934648773632944,0.0006213397718966007,0.00019019613682758063,1e-06,83.78205728530884
2,2.1970133781433105,0.0009541790932416916,0.0002920804254245013,0.0006213397718966007,0.00019019613682758063,1e-06,168.21414732933044
3,2.0729315280914307,0.0008198257419280708,0.00025095397722907364,0.0006213397718966007,0.00019019613682758063,1e-06,250.9487385749817
4,2.0419745445251465,0.0007856564479880035,0.0002404945407761261,0.0006213397718966007,0.00019019613682758063,1e-06,334.2641363143921
5,2.0356976985931396,0.0010849139653146267,0.00033209921093657613,0.0006213397718966007,0.00019019613682758063,1e-06,418.04100918769836
6,2.0263149738311768,0.0005695318686775863,0.00017433740140404552,0.0006213397718966007,0.00019019613682758063,1e-06,501.00778341293335
7,2.0250790119171143,0.0005350678693503141,0.00016378775762859732,0.0006213397718966007,0.00019019613682758063,1e-06,585.5340366363525
8,2.018070697784424,0.00045605548075400293,0.000139601543196477,0.0006213397718966007,0.00019019613682758063,1e-06,669.9746708869934
9,2.0251729488372803,0.0007585284765809774,0.00023219049035105854,0.0006213397718966007,0.00019019613682758063,1e-10,880.1795253753662
