Iteration,Objective_Function,OOD_Error,Relative_OOD_Error,Benchmark_OOD,Relative_Benchmark_OOD,Step_Size,Time (s)
0,3.355933666229248,0.02119944989681244,0.006491835229098797,0.0006103775231167674,0.00018691382138058543,NA,0
1,2.6645445823669434,0.0010412607807666063,0.0003188617411069572,0.0006103775231167674,0.00018691382138058543,1e-06,84.03945255279541
2,2.2370731830596924,0.0006349358009174466,0.00019443422206677496,0.0006103775231167674,0.00018691382138058543,1e-06,168.1196038722992
3,2.1178267002105713,0.0006156472954899073,0.0001885275705717504,0.0006103775231167674,0.00018691382138058543,1e-06,251.1290032863617
4,2.093463897705078,0.0005554562667384744,0.0001700954744592309,0.0006103775231167674,0.00018691382138058543,1e-06,336.0922405719757
5,2.091041088104248,0.0006095913122408092,0.0001866730599431321,0.0006103775231167674,0.00018691382138058543,1e-06,418.41572856903076
6,2.0822200775146484,0.0004952450981363654,0.00015165720833465457,0.0006103775231167674,0.00018691382138058543,1e-06,501.39836406707764
7,2.07883620262146,0.00046544126234948635,0.00014253047993406653,0.0006103775231167674,0.00018691382138058543,1e-06,585.2624034881592
8,2.0733087062835693,0.0007617219816893339,0.00023325951769948006,0.0006103775231167674,0.00018691382138058543,1e-06,669.8021578788757
9,2.0727272033691406,0.0008376417099498212,0.0002565081522334367,0.0006103775231167674,0.00018691382138058543,1e-08,833.9800896644592
10,2.076061964035034,0.0005387761630117893,0.0001649875775910914,0.0006103775231167674,0.00018691382138058543,1e-10,960.208461523056
