Iteration,Objective_Function,OOD_Error,Relative_OOD_Error,Benchmark_OOD,Relative_Benchmark_OOD,Step_Size,Time (s)
0,4.145564079284668,0.049258098006248474,0.015048690140247345,0.001057361951097846,0.0003230313886888325,NA,0
1,3.631326198577881,0.0017160851275548339,0.0005242758779786527,0.001057361951097846,0.0003230313886888325,1e-06,83.73387360572815
2,3.289726734161377,0.001754017430357635,0.0005358644993975759,0.001057361951097846,0.0003230313886888325,1e-06,168.4389989376068
3,3.1139395236968994,0.0006822876166552305,0.00020844359823968261,0.001057361951097846,0.0003230313886888325,1e-06,252.59101843833923
4,3.068570375442505,0.0011633648537099361,0.0003554160357452929,0.001057361951097846,0.0003230313886888325,1e-06,336.66616654396057
5,3.057182788848877,0.0008345742244273424,0.00025496821035631,0.001057361951097846,0.0003230313886888325,1e-06,419.7651205062866
6,3.0395987033843994,0.0014118056278675795,0.0004313164099585265,0.001057361951097846,0.0003230313886888325,1e-06,503.2166442871094
7,3.0349032878875732,0.0005655562272295356,0.00017278135055676103,0.001057361951097846,0.0003230313886888325,1e-06,586.5246822834015
8,3.032895088195801,0.0005850525922141969,0.00017873762408271432,0.001057361951097846,0.0003230313886888325,1e-08,752.0567462444305
9,3.0262413024902344,0.000809579505585134,0.0002473321510478854,0.001057361951097846,0.0003230313886888325,1e-09,876.233785867691
10,3.046558380126953,0.0007507497793994844,0.00022935925517231226,0.001057361951097846,0.0003230313886888325,1e-10,958.8900973796844
